review_text,label
"I love this magazine. It has always had great articles and insight into the inner workings of new, old and future science.",positive
Mostly advertisements.,positive
my daughter enjoyed it,positive
"Gone 21st century and that isn't an improvement in my book.  Used to love this mag, but highly disappointed in its current state.",negative
I love this Magazine keeps me interesting to the last page. Very good price. They show a lot useful information.,positive
Bought it for my 12 year old granddaughter... she's not thrilled.,positive
Niece loves it thank you,positive
i only received 2 issues!!!(Oct and April) I thought I am going to have an issue for each month...it is nonsense for me...am i misunderstanding the meaning of 1-yr renewal?,negative
"They stay on the cutting edge of fun and unique things. I have always liked the magazine. If you have time to spare, order it and have some fun reading.",positive
Arrived sooner than expected. Good content and information.,positive
A good mix of basics and more advanced ideas.  I like it.,positive
"Great and full of need information.  Even do it ur self things.

Enjoy every month.  Will renew many times.

I even save the monthly copies for reference.",positive
"Whether you are a science buff or simply interested in how things work and interact, this is the best magazine there is!",positive
awesome price!!!  awesome product!!! fast delivery!!! who could ask for more???  thanks so much!  God bless you!!  :),positive
"Too much advertisement ! Not so much things to read.
I will cancel my subscription.",negative
"I only received one issue of this magazine, really don't even remember ordering it in the first place. Did not like it.",negative
"I'd like to find out about getting a refund, since I've been charged for a magazine subscription without getting any actual issues.  This is a very disappointing ""special offer"".",negative
My daughter loves the magazine and she is very happy to get it delivered.,positive
This magazine is filled with ads and the articles are rarely very interesting (unless you make millions). Not worth my precious time!,negative
Was disappointed .  Contest let them use Photoshop.  I thought a good photographer did it all with camera settings.,negative
"My grandson loves this magazine! He is 16 and has often commented and quotes on stories on what he's read.

.",positive
"This was a gift but the mother of the girl I sent it to was concerned about the content, given she was nave.",positive
This is for prows .way above me. I will cancel at the end of my year.,negative
dull; all advertising,negative
I find the fashions terrible and will end my free trial subscription.,negative
Still waiting for it to come it's been four weeks. I am starting to be annoyed. Come on seventeen. Hurry up.,negative
"low on articles, high on high gloss ads. not interesting enough to keep",negative
Girl friend loves this magazine,positive
best magazine on the planet,positive
I've subscribed to this magazine for well over 50 years and still look forward to receiving it.,positive
Just needed something to read on the can Over the years this rag has gone down hill. It's all adds and no articles,positive
"I hate how the beauty tips don't consider girls with short hair. Also, the fashion it terrible. Who wears stuff like that?",negative
"Once one of my favorites,  this magazine has deteriorated to the point that after many years,  I know longer subscribe.",negative
